QTR,TypeOfEntry,ProductClass1,ProductClass2,ProductClass3,Amount,QTY
2007Q03,EXPENSES,Development,Patents,,96000,
2007Q03,EXPENSES,Development,Technology Rental,,480000,
2007Q03,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,,384000,
2007Q03,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,,38400000,
2007Q03,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,640000,
2007Q03,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,48000,
2007Q03,Non-Operation Income,Gifts and Dotions,,,32000,
2007Q03,Non-Operation Income,Interest,,,96000,
2007Q03,Non-Operation Income,Other Income,,,1120,
2007Q03,Non-Operation Income,Rental,,,1280000,
2007Q03,Sales Revenue,Hot Blanket,,,1138,20000
2007Q03,Sales Revenue,Kitty Box,,,4267.5,30000
2007Q03,Sales Revenue,Maxi Dog,,,5690,20000
2007Q03,Sales Revenue,Muis Huis,,,17070,5000
2007Q03,Sales Revenue,Water Jug,,,28.45,2e+05
2007Q02,Cost of Sales,Hot Blanket,,,2045.7,12000
2007Q02,Cost of Sales,Kitty Box,,,13638,30000
2007Q02,Cost of Sales,Maxi Dog,,,23866.5,15000
2007Q02,Cost of Sales,Muis Huis,,,20457,4000
2007Q02,Cost of Sales,Water Jug,,,136.38,180000
2007Q02,EXPENSES,Adminstrative,Depreciation,,3.3e+07,
2007Q02,EXPENSES,Adminstrative,Insurance,,7150000,
2007Q02,EXPENSES,Adminstrative,Meals and entertainment,,165000,
2007Q02,EXPENSES,Adminstrative,Outside services,,8250000,
2007Q02,EXPENSES,Adminstrative,Rent,,55000,
2007Q02,EXPENSES,Adminstrative,Repairs and maintence,,4400000,
2007Q02,EXPENSES,Adminstrative,Supplies,,220000,
2007Q02,EXPENSES,Adminstrative,Telephone,,5500000,
2007Q02,EXPENSES,Adminstrative,Utilities,,10450000,
2007Q02,EXPENSES,Adminstrative,Wages and salaries,,16500000,
2007Q02,EXPENSES,Adminstrative,Web site consultancy,,220000,
2007Q02,EXPENSES,Adminstrative,Web site launch and Web Hosting,,110000,
2007Q02,EXPENSES,Adminstrative,Web site maintence,,2200,
2007Q02,EXPENSES,Development,Patents,,33000,
2007Q02,EXPENSES,Development,Technology Rental,,165000,
2007Q02,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,,132000,
2007Q02,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,,13200000,
2007Q02,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,220000,
2007Q02,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,16500,
2007Q02,Non-Operation Income,Gifts and Dotions,,,11000,
2007Q02,Non-Operation Income,Interest,,,33000,
2007Q02,Non-Operation Income,Other Income,,,385,
2007Q02,Non-Operation Income,Rental,,,440000,
2007Q02,Sales Revenue,Hot Blanket,,,30112,20000
2007Q02,Sales Revenue,Kitty Box,,,112920,30000
2007Q02,Sales Revenue,Maxi Dog,,,150560,20000
2007Q02,Sales Revenue,Muis Huis,,,451680,5000
2007Q02,Sales Revenue,Water Jug,,,752.8,2e+05
2007Q01,Cost of Sales,Hot Blanket,,,1421.4,12000
2007Q01,Cost of Sales,Kitty Box,,,9476,30000
2007Q01,Cost of Sales,Maxi Dog,,,16583,15000
2007Q01,Cost of Sales,Muis Huis,,,14214,4000
2007Q01,Cost of Sales,Water Jug,,,94.76,180000
2007Q01,EXPENSES,Adminstrative,Depreciation,,1.44e+08,
2007Q01,EXPENSES,Adminstrative,Insurance,,31200000,
2007Q01,EXPENSES,Adminstrative,Meals and entertainment,,720000,
2007Q01,EXPENSES,Adminstrative,Outside services,,3.6e+07,
2007Q01,EXPENSES,Adminstrative,Rent,,240000,
2007Q01,EXPENSES,Adminstrative,Repairs and maintence,,19200000,
2007Q01,EXPENSES,Adminstrative,Supplies,,960000,
2007Q01,EXPENSES,Adminstrative,Telephone,,2.4e+07,
2007Q01,EXPENSES,Adminstrative,Utilities,,45600000,
2007Q01,EXPENSES,Adminstrative,Wages and salaries,,7.2e+07,
2007Q01,EXPENSES,Adminstrative,Web site consultancy,,960000,
2007Q01,EXPENSES,Adminstrative,Web site launch and Web Hosting,,480000,
2007Q01,EXPENSES,Adminstrative,Web site maintence,,9600,
2007Q01,EXPENSES,Development,Patents,,144000,
2007Q01,EXPENSES,Development,Technology Rental,,720000,
2007Q01,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,,576000,
2007Q01,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,,57600000,
2007Q01,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,960000,
2007Q01,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,72000,
2007Q01,Non-Operation Income,Gifts and Dotions,,,48000,
2007Q01,Non-Operation Income,Interest,,,144000,
2007Q01,Non-Operation Income,Other Income,,,1680,
2007Q01,Non-Operation Income,Rental,,,1920000,
2007Q01,Sales Revenue,Hot Blanket,,,12622,20000
2007Q01,Sales Revenue,Kitty Box,,,47332.5,30000
2007Q01,Sales Revenue,Maxi Dog,,,63110,20000
2007Q01,Sales Revenue,Muis Huis,,,189330,5000
2007Q01,Sales Revenue,Water Jug,,,315.55,2e+05
2006Q04,Cost of Sales,Hot Blanket,,,2922.3,12000
2006Q04,Cost of Sales,Kitty Box,,,19482,30000
2006Q04,Cost of Sales,Maxi Dog,,,34093.5,15000
2006Q04,Cost of Sales,Muis Huis,,,29223,4000
2006Q04,Cost of Sales,Water Jug,,,194.82,180000
2006Q04,EXPENSES,Adminstrative,Depreciation,,3.6e+07,
2006Q04,EXPENSES,Adminstrative,Insurance,,7800000,
2006Q04,EXPENSES,Adminstrative,Meals and entertainment,,180000,
2006Q04,EXPENSES,Adminstrative,Outside services,,9e+06,
2006Q04,EXPENSES,Adminstrative,Rent,,60000,
2006Q04,EXPENSES,Adminstrative,Repairs and maintence,,4800000,
2006Q04,EXPENSES,Adminstrative,Supplies,,240000,
2006Q04,EXPENSES,Adminstrative,Telephone,,6e+06,
2006Q04,EXPENSES,Adminstrative,Utilities,,11400000,
2006Q04,EXPENSES,Adminstrative,Wages and salaries,,1.8e+07,
2006Q04,EXPENSES,Adminstrative,Web site consultancy,,240000,
2006Q04,EXPENSES,Adminstrative,Web site launch and Web Hosting,,120000,
2006Q04,EXPENSES,Adminstrative,Web site maintence,,2400,
2006Q04,EXPENSES,Development,Patents,,36000,
2006Q04,EXPENSES,Development,Technology Rental,,180000,
2006Q04,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,,144000,
2006Q04,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,,14400000,
2006Q04,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,240000,
2006Q04,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,18000,
2006Q04,Non-Operation Income,Gifts and Dotions,,,12000,
2006Q04,Non-Operation Income,Interest,,,36000,
2006Q04,Non-Operation Income,Other Income,,,420,
2006Q04,Non-Operation Income,Rental,,,480000,
2006Q04,Sales Revenue,Hot Blanket,,,39784,20000
2006Q04,Sales Revenue,Kitty Box,,,149190,30000
2006Q04,Sales Revenue,Maxi Dog,,,198920,20000
2006Q04,Sales Revenue,Muis Huis,,,596760,5000
2006Q04,Sales Revenue,Water Jug,,,994.6,2e+05
2006Q03,Cost of Sales,Hot Blanket,,,509.7,12000
2006Q03,Cost of Sales,Kitty Box,,,3398,30000
2006Q03,Cost of Sales,Maxi Dog,,,5946.5,15000
2006Q03,Cost of Sales,Muis Huis,,,5097,4000
2006Q03,Cost of Sales,Water Jug,,,33.98,180000
2006Q03,EXPENSES,Adminstrative,Depreciation,,1.2e+08,
2006Q03,EXPENSES,Adminstrative,Insurance,,2.6e+07,
2006Q03,EXPENSES,Adminstrative,Meals and entertainment,,6e+05,
2006Q03,EXPENSES,Adminstrative,Outside services,,3e+07,
2006Q03,EXPENSES,Adminstrative,Rent,,2e+05,
2006Q03,EXPENSES,Adminstrative,Repairs and maintence,,1.6e+07,
2006Q03,EXPENSES,Adminstrative,Supplies,,8e+05,
2006Q03,EXPENSES,Adminstrative,Telephone,,2e+07,
2006Q03,EXPENSES,Adminstrative,Utilities,,3.8e+07,
2006Q03,EXPENSES,Adminstrative,Wages and salaries,,6e+07,
2006Q03,EXPENSES,Adminstrative,Web site consultancy,,8e+05,
2006Q03,EXPENSES,Adminstrative,Web site launch and Web Hosting,,4e+05,
2006Q03,EXPENSES,Adminstrative,Web site maintence,,8000,
2006Q03,EXPENSES,Development,Patents,,120000,
2006Q03,EXPENSES,Development,Technology Rental,,6e+05,
2006Q03,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,,480000,
2006Q03,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,,4.8e+07,
2006Q03,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,8e+05,
2006Q03,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,60000,
2006Q03,Non-Operation Income,Gifts and Dotions,,,40000,
2006Q03,Non-Operation Income,Interest,,,120000,
2006Q03,Non-Operation Income,Other Income,,,1400,
2006Q03,Non-Operation Income,Rental,,,1600000,
2006Q03,Sales Revenue,Hot Blanket,,,36944,20000
2006Q03,Sales Revenue,Kitty Box,,,138540,30000
2006Q03,Sales Revenue,Maxi Dog,,,184720,20000
2006Q03,Sales Revenue,Muis Huis,,,554160,5000
2006Q03,Sales Revenue,Water Jug,,,923.6,2e+05
2006Q02,Cost of Sales,Hot Blanket,,,2397.3,12000
2006Q02,Cost of Sales,Kitty Box,,,15982,30000
2006Q02,Cost of Sales,Maxi Dog,,,27968.5,15000
2006Q02,Cost of Sales,Muis Huis,,,23973,4000
2006Q02,Cost of Sales,Water Jug,,,159.82,180000
2006Q02,EXPENSES,Adminstrative,Depreciation,,2.1e+07,
2006Q02,EXPENSES,Adminstrative,Insurance,,4550000,
2006Q02,EXPENSES,Adminstrative,Meals and entertainment,,105000,
2006Q02,EXPENSES,Adminstrative,Outside services,,5250000,
2006Q02,EXPENSES,Adminstrative,Rent,,35000,
2006Q02,EXPENSES,Adminstrative,Repairs and maintence,,2800000,
2006Q02,EXPENSES,Adminstrative,Supplies,,140000,
2006Q02,EXPENSES,Adminstrative,Telephone,,3500000,
2006Q02,EXPENSES,Adminstrative,Utilities,,6650000,
2006Q02,EXPENSES,Adminstrative,Wages and salaries,,10500000,
2006Q02,EXPENSES,Adminstrative,Web site consultancy,,140000,
2006Q02,EXPENSES,Adminstrative,Web site launch and Web Hosting,,70000,
2006Q02,EXPENSES,Adminstrative,Web site maintence,,1400,
2006Q02,EXPENSES,Development,Patents,,21000,
2006Q02,EXPENSES,Development,Technology Rental,,105000,
2006Q02,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,,84000,
2006Q02,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,,8400000,
2006Q02,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,140000,
2006Q02,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,10500,
2006Q02,Non-Operation Income,Gifts and Dotions,,,7000,
2006Q02,Non-Operation Income,Interest,,,21000,
2006Q02,Non-Operation Income,Other Income,,,245,
2006Q02,Non-Operation Income,Rental,,,280000,
2006Q02,Sales Revenue,Hot Blanket,,,950,20000
2006Q02,Sales Revenue,Kitty Box,,,3562.5,30000
2006Q02,Sales Revenue,Maxi Dog,,,4750,20000
2006Q02,Sales Revenue,Muis Huis,,,14250,5000
2006Q02,Sales Revenue,Water Jug,,,23.75,2e+05
2006Q01,Cost of Sales,Hot Blanket,,,824.4,12000
2006Q01,Cost of Sales,Kitty Box,,,5496,30000
2006Q01,Cost of Sales,Maxi Dog,,,9618,15000
2006Q01,Cost of Sales,Muis Huis,,,8244,4000
2006Q01,Cost of Sales,Water Jug,,,54.96,180000
2006Q01,EXPENSES,Adminstrative,Depreciation,,6e+06,
2006Q01,EXPENSES,Adminstrative,Insurance,,1300000,
2006Q01,EXPENSES,Adminstrative,Meals and entertainment,,30000,
2006Q01,EXPENSES,Adminstrative,Outside services,,1500000,
2006Q01,EXPENSES,Adminstrative,Rent,,10000,
2006Q01,EXPENSES,Adminstrative,Repairs and maintence,,8e+05,
2006Q01,EXPENSES,Adminstrative,Supplies,,40000,
2006Q01,EXPENSES,Adminstrative,Telephone,,1e+06,
2006Q01,EXPENSES,Adminstrative,Utilities,,1900000,
2006Q01,EXPENSES,Adminstrative,Wages and salaries,,3e+06,
2006Q01,EXPENSES,Adminstrative,Web site consultancy,,40000,
2006Q01,EXPENSES,Adminstrative,Web site launch and Web Hosting,,20000,
2006Q01,EXPENSES,Adminstrative,Web site maintence,,400,
2006Q01,EXPENSES,Development,Patents,,6000,
2006Q01,EXPENSES,Development,Technology Rental,,30000,
2006Q01,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,,24000,
2006Q01,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,,2400000,
2006Q01,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,40000,
2006Q01,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,3000,
2006Q01,Non-Operation Income,Gifts and Dotions,,,2000,
2006Q01,Non-Operation Income,Interest,,,6000,
2006Q01,Non-Operation Income,Other Income,,,70,
2006Q01,Non-Operation Income,Rental,,,80000,
2006Q01,Sales Revenue,Hot Blanket,,,22424,20000
2006Q01,Sales Revenue,Kitty Box,,,84090,30000
2006Q01,Sales Revenue,Maxi Dog,,,112120,20000
2006Q01,Sales Revenue,Muis Huis,,,336360,5000
2006Q01,Sales Revenue,Water Jug,,,560.6,2e+05
2005Q04,Cost of Sales,Hot Blanket,,,2629.8,12000
2005Q04,Cost of Sales,Kitty Box,,,17532,30000
2005Q04,Cost of Sales,Maxi Dog,,,30681,15000
2005Q04,Cost of Sales,Muis Huis,,,26298,4000
2005Q04,Cost of Sales,Water Jug,,,175.32,180000
2005Q04,EXPENSES,Adminstrative,Depreciation,,3e+06,
2005Q04,EXPENSES,Adminstrative,Insurance,,650000,
2005Q04,EXPENSES,Adminstrative,Meals and entertainment,,15000,
2005Q04,EXPENSES,Adminstrative,Outside services,,750000,
2005Q04,EXPENSES,Adminstrative,Rent,,5000,
2005Q04,EXPENSES,Adminstrative,Repairs and maintence,,4e+05,
2005Q04,EXPENSES,Adminstrative,Supplies,,20000,
2005Q04,EXPENSES,Adminstrative,Telephone,,5e+05,
2005Q04,EXPENSES,Adminstrative,Utilities,,950000,
2005Q04,EXPENSES,Adminstrative,Wages and salaries,,1500000,
2005Q04,EXPENSES,Adminstrative,Web site consultancy,,20000,
2005Q04,EXPENSES,Adminstrative,Web site launch and Web Hosting,,10000,
2005Q04,EXPENSES,Adminstrative,Web site maintence,,200,
2005Q04,EXPENSES,Development,Patents,,3000,
2005Q04,EXPENSES,Development,Technology Rental,,15000,
2005Q04,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,,12000,
2005Q04,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,,1200000,
2005Q04,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,20000,
2005Q04,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,1500,
2005Q04,Non-Operation Income,Gifts and Dotions,,,1000,
2005Q04,Non-Operation Income,Interest,,,3000,
2005Q04,Non-Operation Income,Other Income,,,35,
2005Q04,Non-Operation Income,Rental,,,40000,
2005Q04,Sales Revenue,Hot Blanket,,,32804,20000
2005Q04,Sales Revenue,Kitty Box,,,123015,30000
2005Q04,Sales Revenue,Maxi Dog,,,164020,20000
2005Q04,Sales Revenue,Muis Huis,,,492060,5000
2005Q04,Sales Revenue,Water Jug,,,820.1,2e+05
2005Q03,Cost of Sales,Hot Blanket,,,832.5,12000
2005Q03,Cost of Sales,Kitty Box,,,5550,30000
2005Q03,Cost of Sales,Maxi Dog,,,9712.5,15000
2005Q03,Cost of Sales,Muis Huis,,,8325,4000
2005Q03,Cost of Sales,Water Jug,,,55.5,180000
2005Q03,EXPENSES,Adminstrative,Depreciation,,9e+07,
2005Q03,EXPENSES,Adminstrative,Insurance,,19500000,
2005Q03,EXPENSES,Adminstrative,Meals and entertainment,,450000,
2005Q03,EXPENSES,Adminstrative,Outside services,,22500000,
2005Q03,EXPENSES,Adminstrative,Rent,,150000,
2005Q03,EXPENSES,Adminstrative,Repairs and maintence,,1.2e+07,
2005Q03,EXPENSES,Adminstrative,Supplies,,6e+05,
2005Q03,EXPENSES,Adminstrative,Telephone,,1.5e+07,
2005Q03,EXPENSES,Adminstrative,Utilities,,28500000,
2005Q03,EXPENSES,Adminstrative,Wages and salaries,,4.5e+07,
2005Q03,EXPENSES,Adminstrative,Web site consultancy,,6e+05,
2005Q03,EXPENSES,Adminstrative,Web site launch and Web Hosting,,3e+05,
2005Q03,EXPENSES,Adminstrative,Web site maintence,,6000,
2005Q03,EXPENSES,Development,Patents,,90000,
2005Q03,EXPENSES,Development,Technology Rental,,450000,
2005Q03,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,,360000,
2005Q03,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,,3.6e+07,
2005Q03,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,6e+05,
2005Q03,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,45000,
2005Q03,Non-Operation Income,Gifts and Dotions,,,30000,
2005Q03,Non-Operation Income,Interest,,,90000,
2005Q03,Non-Operation Income,Other Income,,,1050,
2005Q03,Non-Operation Income,Rental,,,1200000,
2005Q03,Sales Revenue,Hot Blanket,,,3912,20000
2005Q03,Sales Revenue,Kitty Box,,,14670,30000
2005Q03,Sales Revenue,Maxi Dog,,,19560,20000
2005Q03,Sales Revenue,Muis Huis,,,58680,5000
2005Q03,Sales Revenue,Water Jug,,,97.8,2e+05
2005Q02,Cost of Sales,Hot Blanket,,,178.5,12000
2005Q02,Cost of Sales,Kitty Box,,,1190,30000
2005Q02,Cost of Sales,Maxi Dog,,,2082.5,15000
2005Q02,Cost of Sales,Muis Huis,,,1785,4000
2005Q02,Cost of Sales,Water Jug,,,11.9,180000
2005Q02,EXPENSES,Adminstrative,Depreciation,,1.26e+08,
2005Q02,EXPENSES,Adminstrative,Insurance,,27300000,
2005Q02,EXPENSES,Adminstrative,Meals and entertainment,,630000,
2005Q02,EXPENSES,Adminstrative,Outside services,,31500000,
2005Q02,EXPENSES,Adminstrative,Rent,,210000,
2005Q02,EXPENSES,Adminstrative,Repairs and maintence,,16800000,
2005Q02,EXPENSES,Adminstrative,Supplies,,840000,
2005Q02,EXPENSES,Adminstrative,Telephone,,2.1e+07,
2005Q02,EXPENSES,Adminstrative,Utilities,,39900000,
2005Q02,EXPENSES,Adminstrative,Wages and salaries,,6.3e+07,
2005Q02,EXPENSES,Adminstrative,Web site consultancy,,840000,
2005Q02,EXPENSES,Adminstrative,Web site launch and Web Hosting,,420000,
2005Q02,EXPENSES,Adminstrative,Web site maintence,,8400,
2005Q02,EXPENSES,Development,Patents,,126000,
2005Q02,EXPENSES,Development,Technology Rental,,630000,
2005Q02,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,,504000,
2005Q02,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,,50400000,
2005Q02,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,840000,
2005Q02,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,63000,
2005Q02,Non-Operation Income,Gifts and Dotions,,,42000,
2005Q02,Non-Operation Income,Interest,,,126000,
2005Q02,Non-Operation Income,Other Income,,,1470,
2005Q02,Non-Operation Income,Rental,,,1680000,
2005Q02,Sales Revenue,Hot Blanket,,,976,20000
2005Q02,Sales Revenue,Kitty Box,,,3660,30000
2005Q02,Sales Revenue,Maxi Dog,,,4880,20000
2005Q02,Sales Revenue,Muis Huis,,,14640,5000
2005Q02,Sales Revenue,Water Jug,,,24.4,2e+05
2005Q01,Cost of Sales,Hot Blanket,,,38.7,12000
2005Q01,Cost of Sales,Kitty Box,,,258,30000
2005Q01,Cost of Sales,Maxi Dog,,,451.5,15000
2005Q01,Cost of Sales,Muis Huis,,,387,4000
2005Q01,Cost of Sales,Water Jug,,,2.58,180000
2005Q01,EXPENSES,Adminstrative,Depreciation,,1.29e+08,
2005Q01,EXPENSES,Adminstrative,Insurance,,27950000,
2005Q01,EXPENSES,Adminstrative,Meals and entertainment,,645000,
2005Q01,EXPENSES,Adminstrative,Outside services,,32250000,
2005Q01,EXPENSES,Adminstrative,Rent,,215000,
2005Q01,EXPENSES,Adminstrative,Repairs and maintence,,17200000,
2005Q01,EXPENSES,Adminstrative,Supplies,,860000,
2005Q01,EXPENSES,Adminstrative,Telephone,,21500000,
2005Q01,EXPENSES,Adminstrative,Utilities,,40850000,
2005Q01,EXPENSES,Adminstrative,Wages and salaries,,64500000,
2005Q01,EXPENSES,Adminstrative,Web site consultancy,,860000,
2005Q01,EXPENSES,Adminstrative,Web site launch and Web Hosting,,430000,
2005Q01,EXPENSES,Adminstrative,Web site maintence,,8600,
2005Q01,EXPENSES,Development,Patents,,129000,
2005Q01,EXPENSES,Development,Technology Rental,,645000,
2005Q01,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,,516000,
2005Q01,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,,51600000,
2005Q01,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,860000,
2005Q01,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,64500,
2005Q01,Non-Operation Income,Gifts and Dotions,,,43000,
2005Q01,Non-Operation Income,Interest,,,129000,
2005Q01,Non-Operation Income,Other Income,,,1505,
2005Q01,Non-Operation Income,Rental,,,1720000,
2005Q01,Sales Revenue,Hot Blanket,,,21610,20000
2005Q01,Sales Revenue,Kitty Box,,,81037.5,30000
2005Q01,Sales Revenue,Maxi Dog,,,108050,20000
2005Q01,Sales Revenue,Muis Huis,,,324150,5000
2005Q01,Sales Revenue,Water Jug,,,540.25,2e+05
2004Q04,Cost of Sales,Hot Blanket,,,84,12000
2004Q04,Cost of Sales,Kitty Box,,,560,30000
2004Q04,Cost of Sales,Maxi Dog,,,980,15000
2004Q04,Cost of Sales,Muis Huis,,,840,4000
2004Q04,Cost of Sales,Water Jug,,,5.6,180000
2004Q04,EXPENSES,Adminstrative,Depreciation,,9.9e+07,
2004Q04,EXPENSES,Adminstrative,Insurance,,21450000,
2004Q04,EXPENSES,Adminstrative,Meals and entertainment,,495000,
2004Q04,EXPENSES,Adminstrative,Outside services,,24750000,
2004Q04,EXPENSES,Adminstrative,Rent,,165000,
2004Q04,EXPENSES,Adminstrative,Repairs and maintence,,13200000,
2004Q04,EXPENSES,Adminstrative,Supplies,,660000,
2004Q04,EXPENSES,Adminstrative,Telephone,,16500000,
2004Q04,EXPENSES,Adminstrative,Utilities,,31350000,
2004Q04,EXPENSES,Adminstrative,Wages and salaries,,49500000,
2004Q04,EXPENSES,Adminstrative,Web site consultancy,,660000,
2004Q04,EXPENSES,Adminstrative,Web site launch and Web Hosting,,330000,
2004Q04,EXPENSES,Adminstrative,Web site maintence,,6600,
2004Q04,EXPENSES,Development,Patents,,99000,
2004Q04,EXPENSES,Development,Technology Rental,,495000,
2004Q04,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,,396000,
2004Q04,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,,39600000,
2004Q04,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,660000,
2004Q04,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,49500,
2004Q04,Non-Operation Income,Gifts and Dotions,,,33000,
2004Q04,Non-Operation Income,Interest,,,99000,
2004Q04,Non-Operation Income,Other Income,,,1155,
2004Q04,Non-Operation Income,Rental,,,1320000,
2004Q04,Sales Revenue,Hot Blanket,,,24466,20000
2004Q04,Sales Revenue,Kitty Box,,,91747.5,30000
2004Q04,Sales Revenue,Maxi Dog,,,122330,20000
2004Q04,Sales Revenue,Muis Huis,,,366990,5000
2004Q04,Sales Revenue,Water Jug,,,611.65,2e+05
2004Q03,Cost of Sales,Hot Blanket,,,283.8,12000
2004Q03,Cost of Sales,Kitty Box,,,1892,30000
2004Q03,Cost of Sales,Maxi Dog,,,3311,15000
2004Q03,Cost of Sales,Muis Huis,,,2838,4000
2004Q03,Cost of Sales,Water Jug,,,18.92,180000
2004Q03,EXPENSES,Adminstrative,Depreciation,,1.2e+07,
2004Q03,EXPENSES,Adminstrative,Insurance,,2600000,
2004Q03,EXPENSES,Adminstrative,Meals and entertainment,,60000,
2004Q03,EXPENSES,Adminstrative,Outside services,,3e+06,
2004Q03,EXPENSES,Adminstrative,Rent,,20000,
2004Q03,EXPENSES,Adminstrative,Repairs and maintence,,1600000,
2004Q03,EXPENSES,Adminstrative,Supplies,,80000,
2004Q03,EXPENSES,Adminstrative,Telephone,,2e+06,
2004Q03,EXPENSES,Adminstrative,Utilities,,3800000,
2004Q03,EXPENSES,Adminstrative,Wages and salaries,,6e+06,
2004Q03,EXPENSES,Adminstrative,Web site consultancy,,80000,
2004Q03,EXPENSES,Adminstrative,Web site launch and Web Hosting,,40000,
2004Q03,EXPENSES,Adminstrative,Web site maintence,,800,
2004Q03,EXPENSES,Development,Patents,,12000,
2004Q03,EXPENSES,Development,Technology Rental,,60000,
2004Q03,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,,48000,
2004Q03,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,,4800000,
2004Q03,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,80000,
2004Q03,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,6000,
2004Q03,Non-Operation Income,Gifts and Dotions,,,4000,
2004Q03,Non-Operation Income,Interest,,,12000,
2004Q03,Non-Operation Income,Other Income,,,140,
2004Q03,Non-Operation Income,Rental,,,160000,
2004Q03,Sales Revenue,Hot Blanket,,,36388,20000
2004Q03,Sales Revenue,Kitty Box,,,136455,30000
2004Q03,Sales Revenue,Maxi Dog,,,181940,20000
2004Q03,Sales Revenue,Muis Huis,,,545820,5000
2004Q03,Sales Revenue,Water Jug,,,909.7,2e+05
2004Q02,Cost of Sales,Hot Blanket,,,650.7,12000
2004Q02,Cost of Sales,Kitty Box,,,4338,30000
2004Q02,Cost of Sales,Maxi Dog,,,7591.5,15000
2004Q02,Cost of Sales,Muis Huis,,,6507,4000
2004Q02,Cost of Sales,Water Jug,,,43.38,180000
2004Q02,EXPENSES,Adminstrative,Depreciation,,5.7e+07,
2004Q02,EXPENSES,Adminstrative,Insurance,,12350000,
2004Q02,EXPENSES,Adminstrative,Meals and entertainment,,285000,
2004Q02,EXPENSES,Adminstrative,Outside services,,14250000,
2004Q02,EXPENSES,Adminstrative,Rent,,95000,
2004Q02,EXPENSES,Adminstrative,Repairs and maintence,,7600000,
2004Q02,EXPENSES,Adminstrative,Supplies,,380000,
2004Q02,EXPENSES,Adminstrative,Telephone,,9500000,
2004Q02,EXPENSES,Adminstrative,Utilities,,18050000,
2004Q02,EXPENSES,Adminstrative,Wages and salaries,,28500000,
2004Q02,EXPENSES,Adminstrative,Web site consultancy,,380000,
2004Q02,EXPENSES,Adminstrative,Web site launch and Web Hosting,,190000,
2004Q02,EXPENSES,Adminstrative,Web site maintence,,3800,
2004Q02,EXPENSES,Development,Patents,,57000,
2004Q02,EXPENSES,Development,Technology Rental,,285000,
2004Q02,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,,228000,
2004Q02,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,,22800000,
2004Q02,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,380000,
2004Q02,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,28500,
